OTEXE;SEXEP;TRA05;CHAFF;UTATO;STREV
74;1;9;281931;2,3;122579
37;1;8;261114;3;87038
15;1;9;87660;1;87660
45;1;8;251173;2;125587
37;1;6;344192;6,78;50766
74;1;7;100838;2;50419
15;1;6;137774;4;34444
74;1;8;518397;3,17;163532
46;1;10;178998;3;59666
46;1;6;154910;1,53;101248
37;1;7;701917;10,03;69982
29;1;9;586312;7,03;83401
37;1;8;260308;4,52;57590
37;1;7;69298;1;69298
45;1;7;209811;1;209811
73;1;8;314707;2;157354
50;1;9;241195;2;120598
45;1;7;743099;3;247700
45;2;9;174216;1;174216
37;2;9;273689;4,05;67578
37;1;9;130688;2;65344
37;2;6;78464;1,73;45355
37;1;8;4499985;23,58;190839
37;0;10;156386;3,64;42963
45;1;4;394444;2;197222
48;2;7;347938;2,08;167278
46;1;9;151775;2,93;51800
84;1;9;329623;2,93;112499
84;1;9;303178;1,63;185999
50;1;8;103706;1;103706
15;1;4;70187;2;35094
46;1;7;84407;1;84407
48;1;9;148368;2;74184
15;1;6;148539;2,1;70733
48;2;9;171586;2,03;84525
46;1;8;49663;1;49663
48;1;6;259065;3;86355
48;1;9;286009;3;95336
45;1;4;101705;2;50853
15;1;11;93438;2;46719
16;1;8;258147;2,98;86627
37;1;9;91350;2;45675
15;1;7;362624;3;120875
50;1;6;522963;1,02;512709
48;1;10;132393;3;44131
48;1;7;204987;4,16;49276
45;1;6;430107;3,75;114695
16;1;7;310802;1,81;171714
37;1;10;179446;1,82;98597
83;1;8;194550;1,38;140978
46;1;7;94227;1,95;48321
39;1;8;271399;5,07;53530
37;1;9;100770;2;50385
15;1;11;165391;1,1;150355
16;1;8;154067;1;154067
39;2;10;94955;4,51;21054
83;2;6;54553;1;54553
15;1;9;172783;1;172783
46;2;9;111297;2;55649
28;1;7;852501;11,99;71101
16;2;9;366113;4,88;75023
15;1;4;174473;1,5;116315
15;1;10;138392;1;138392
15;1;9;101847;1;101847
83;1;4;328891;1;328891
45;1;7;115060;1,6;71913
46;1;10;18088;1;18088
15;1;8;234414;2,44;96071
15;1;8;185174;1,72;107659
47;2;9;263992;2;131996
46;2;4;47439;2,23;21273
15;1;9;306668;2;153334
50;1;10;203616;1;203616
37;1;9;213828;11;19439
15;1;8;40740;1;40740
37;1;8;202859;2,75;73767
83;1;8;275845;2;137923
16;1;10;154009;2,25;68448
16;1;10;61563;1;61563
46;1;9;54773;1;54773
83;2;10;165445;3;55148
16;1;5;220767;1;220767
83;1;7;196452;2;98226
83;1;8;639007;2;319504
45;1;10;333896;2,76;120977
15;1;11;147796;1;147796
83;1;8;542335;4,53;119721
37;1;10;35583;1;35583
16;1;9;425137;2,13;199595
45;1;8;484095;4,31;112319
38;2;9;188362;1;188362
15;1;9;114068;2;57034
37;1;9;114449;5,25;21800
61;1;9;463661;6,23;74424
46;1;9;167168;2;83584
37;1;9;59909;1,2;49924
28;1;4;681417;6,81;100061
84;2;5;412510;4;103128
48;1;10;81693;2;40847
15;1;10;151708;2;75854
83;2;6;210826;3;70275
46;1;5;275692;2,63;104826
46;2;9;95263;1;95263
16;1;7;443529;1,97;225142
45;1;8;359418;3;119806
45;1;10;290985;3,08;94476
16;1;7;223696;2,32;96421
29;2;8;240776;3,86;62377
37;1;6;483279;5,44;88838
37;1;8;532814;7,13;74728
45;1;7;197988;2,53;78256
45;1;9;250603;2,23;112378
46;1;9;68382;1;68382
45;1;8;264089;1,57;168210
46;1;7;316593;2;158296
48;1;8;336707;5,79;58153
45;1;7;284188;2;142094
45;1;7;193705;2;96853
45;1;7;513855;3;171285
47;1;8;199112;1;199112
83;1;9;59286;1;59286
45;1;7;384570;2;192285
37;1;8;106208;2,12;50098
39;1;8;484457;9,67;50099
74;1;9;202675;1;202675
37;2;9;325225;5,63;57766
84;1;7;246981;3,07;80450
15;1;9;163748;1;163748
15;1;9;186512;0,77;242223
50;1;9;562091;6,08;92449
61;1;8;118265;2,53;46745
45;1;4;130735;2,31;56595
15;2;9;163965;2;81983
48;2;10;122550;2,08;58918
48;1;9;157933;2,48;63683
45;1;5;415495;3;138498
46;1;10;113007;2;56504
45;1;8;240326;2,23;107770
39;1;10;546895;4,02;136044
45;1;6;300397;3;100132
47;1;7;352753;2;176377
47;1;9;430830;2,47;174425
39;0;8;946986;15,06;62881
15;1;9;61025;1,54;39626
45;1;9;509477;4,46;114233
16;1;6;436905;1,1;397186
39;1;9;384926;2,32;165916
37;1;8;177895;3,61;49278
48;2;11;181165;3,19;56792
46;1;9;79338;1,35;58769
15;1;5;131997;2;65999
15;1;9;111480;1;111480
37;1;7;266560;5;53312
38;1;8;386790;3,39;114097
37;1;9;208518;1,75;119153
74;1;5;941883;10;94188
45;1;5;266986;1,6;166866
48;2;8;206655;3,16;65397
45;1;11;138738;2;69369
46;1;8;106887;2;53444
15;1;6;246680;1,5;164453
46;1;11;445119;3;148373
39;1;8;819319;30,94;26481
48;1;8;94329;2;47165
48;1;7;105661;1,16;91087
37;2;9;398550;4;99638
15;1;8;188365;1;188365
15;1;9;265933;1;265933
15;2;9;181474;1,69;107381
45;1;6;237693;3;79231
50;1;6;1827382;4,87;375232
83;1;7;679817;3;226606
84;1;9;1005401;3,94;255178
47;1;6;352090;3,08;114315
83;1;5;698796;4;174699
45;2;8;275518;2,45;112456
39;1;9;358430;10;35843
29;1;10;851288;11;77390
29;1;10;404800;6,94;58329
15;1;10;230193;1;230193
83;1;4;510261;4,05;125990
15;1;7;217334;2;108667
15;1;8;229950;2,4;95813
15;1;6;556988;1,38;403614
15;1;8;139964;0,8;174955
15;2;11;84090;1;84090
46;1;8;533676;4;133419
45;1;7;155606;2,05;75905
16;1;10;172951;3,99;43346
39;1;8;36403;1;36403
28;1;6;112522;1,02;110316
29;1;6;246423;3,7;66601
37;1;11;866829;7;123833
45;1;9;360308;1,84;195820
15;1;9;360884;1,93;186987
39;1;7;207611;5,07;40949
61;2;10;180633;2,64;68422
16;1;10;486323;6,56;74135
46;1;8;117556;1;117556
38;1;7;217792;1,37;158972
83;1;10;73100;1;73100
46;1;9;143577;1,5;95718
47;1;8;93736;1;93736
15;1;8;253312;1;253312
15;1;9;109373;1;109373
45;1;10;123163;1,57;78448
84;1;4;282202;2;141101
45;1;8;447127;2,5;178851
46;2;10;157396;2;78698
15;1;11;139392;1,75;79653
15;1;7;311193;1;311193
15;1;5;105220;1;105220
15;1;9;193091;1;193091
37;1;8;290043;1,53;189571
47;1;7;201992;1;201992
15;1;10;212459;1;212459
84;1;8;474621;2;237311
37;1;7;412913;6,11;67580
46;2;9;95240;2;47620
37;1;9;289596;2,97;97507
37;1;8;122611;1,33;92189
15;1;9;98833;1;98833
15;1;9;242603;2;121302
37;1;6;741500;6,48;114429
37;1;7;1381072;13,84;99788
15;1;8;322779;3;107593
15;1;11;392307;2;196154
83;1;10;226371;3;75457
46;1;4;112817;2,24;50365
46;1;9;129541;1;129541
37;1;9;1349019;7,91;170546
15;1;9;67240;1,53;43948
73;1;8;479291;5,38;89088
47;1;8;102473;2,5;40989
83;1;10;187365;3,03;61837
16;1;7;156016;1,41;110650
46;2;10;104945;3;34982
16;1;11;329182;5,78;56952
50;1;7;632185;1;632185
37;1;8;994056;12,88;77178
45;1;7;362310;2;181155
50;1;6;788695;2,07;381012
46;1;7;168810;2,33;72451
50;1;7;545630;1;545630
73;1;9;283494;2;141747
48;1;6;299283;2;149642
37;1;7;292262;4,23;69093
37;1;9;471180;6,2;75997
83;1;8;213610;2,72;78533
16;1;9;314474;3,55;88584
29;1;6;340713;3,2;106473
73;1;8;259491;1,05;247134
45;1;7;151504;2;75752
50;1;8;579399;1,3;445692
50;1;9;608665;1,75;347809
15;2;10;51011;1;51011
29;2;10;200789;2,56;78433
16;1;9;87893;1;87893
83;1;5;17256;1;17256
47;1;10;31291;2;15646
16;1;5;374791;2,5;149916
48;1;10;77909;1;77909
45;1;5;617229;4;154307
39;1;9;647545;9,61;67382
15;1;7;191281;3;63760
46;2;9;63398;1;63398
37;1;11;230666;4,43;52069
46;1;9;1044114;2;522057
48;1;8;51313;1,17;43857
46;1;10;19482;1;19482
15;1;10;100020;1;100020
15;1;8;153279;2;76640
46;1;8;105466;1;105466
47;1;8;97647;2;48824
29;1;11;82194;2,19;37532
73;1;7;134668;1,57;85776
15;2;13;160350;1;160350
16;1;6;113370;1,2;94475
39;1;7;370267;4,47;82834
15;1;9;49458;1;49458
37;1;4;178148;3,16;56376
37;1;9;166779;2,54;65661
37;1;9;128281;1,43;89707
37;1;9;145216;1,62;89639
37;1;9;106152;1,43;74232
39;2;8;544330;10,38;52440
15;1;9;159807;1,02;156674
15;1;9;193143;1,09;177196
37;1;11;433590;11,98;36193
37;1;7;140355;2,99;46942
37;1;7;204850;3,8;53908
45;1;7;244913;3,44;71196
45;1;7;599597;3,38;177396
16;1;4;881478;6,94;127014
16;2;5;484871;2;242436
15;1;9;313630;2,25;139391
45;1;10;193967;2;96984
45;1;10;836324;4;209081
45;1;9;394647;3,74;105521
83;1;7;225233;1,59;141656
39;1;9;362507;7,74;46836
37;2;10;67083;1,03;65129
37;1;10;146338;2,37;61746
28;1;7;869882;6;144980
37;1;9;144310;2,37;60890
50;1;8;475855;2;237928
46;1;9;103495;1;103495
37;1;8;92332;2,63;35107
37;2;10;82534;1;82534
38;1;10;312960;2;156480
37;1;7;79779;1,09;73192
46;1;8;187315;2;93658
38;1;9;232727;2,46;94605
46;1;8;241609;1,51;160006
15;1;9;178299;1;178299
16;1;9;193215;1;193215
45;1;8;74555;1;74555
45;1;10;379680;3,76;100979
45;1;7;487341;2,09;233178
15;1;8;95788;1;95788
15;1;5;322025;3;107342
15;1;8;185042;2;92521
45;1;8;211196;3;70399
45;1;8;225812;2,56;88208
15;1;7;242910;1,24;195895
83;1;8;416311;2,38;174921
15;1;9;423642;5,63;75247
16;1;10;206808;2;103404
37;1;9;143720;1,35;106459
16;1;8;97308;1;97308
15;1;7;308366;1;308366
15;1;10;269989;2;134995
37;1;8;460548;4,13;111513
50;1;6;644219;2,63;244950
29;1;8;166520;2,96;56257
48;1;8;120800;2;60400
15;1;8;315294;1,62;194626
45;1;9;159377;1,8;88543
37;1;6;105717;1,01;104670
46;1;10;101182;1;101182
45;1;7;188491;1;188491
47;1;7;396932;2,04;194575
74;1;6;304352;2,09;145623
50;1;8;709899;2,69;263903
83;1;9;459512;5,77;79638
73;1;9;765384;3,51;218058
15;1;9;407698;2,22;183648
46;1;7;194502;2;97251
46;1;5;60215;2;30108
47;1;6;246308;2;123154
45;1;9;126770;2;63385
45;1;9;196682;2;98341
46;1;8;232297;2;116148
47;1;7;358448;2,22;161463
37;1;9;86540;1,66;52133
15;1;9;50268;1;50268
46;1;8;123618;1;123618
15;1;10;169889;1,02;166558
16;2;6;177518;3,72;47720
37;1;7;267169;2,61;102364
28;1;6;576440;8,06;71519
47;2;10;238420;3;79473
61;1;8;172501;3,92;44005
84;1;4;466444;3,24;143964
29;2;10;54700;2,2;24864
15;1;9;65740;1;65740
16;1;8;292786;1,13;259103
46;1;9;57601;1;57601
84;1;10;55252;1,67;33085
84;1;8;170055;1;170055
61;1;8;216572;3,74;57907
39;1;9;76847;1,91;40234
84;1;8;61023;1,5;40682
15;0;11;97195;0,03;3239822
73;2;9;245208;1;245208
28;1;6;115262;1,15;100228
45;1;8;440817;2;220409
16;1;6;299457;2,74;109291
45;1;9;332623;3,44;96693
45;1;8;102117;1;102117
45;1;7;208993;1;208993
83;1;8;98647;1;98647
39;1;8;1284374;28,68;44783
48;1;9;245035;4,99;49105
61;1;9;292211;2,8;104361
16;1;8;392586;3;130862
47;1;9;157407;2,48;63471
83;1;10;71832;1;71832
46;1;9;89059;1;89059
45;1;7;417514;4,05;103090
46;1;8;149816;2;74908
15;1;12;46112;1;46112
37;1;5;209328;2,92;71688
37;1;8;235972;1,33;177423
46;1;10;165943;2;82971
15;2;7;285202;2;142601
83;1;10;782839;4;195710
15;1;7;153422;1;153422
15;1;8;338120;0,15;2254135
16;1;6;185634;1;185634
37;2;4;159550;4,91;32495
37;1;8;69597;1,94;35875
83;1;8;220425;2;110213
45;1;9;138629;2,5;55452
37;1;8;195436;3,25;60134
37;2;10;26600;1,39;19137
15;1;10;98662;1,21;81539
39;1;9;288360;8,8;32768
45;2;8;347472;2,5;138989
45;2;9;220639;1,21;182346
15;1;8;252495;1,81;139500
15;1;8;314796;2,44;129015
16;1;6;227451;0,5;454902
15;1;10;99595;1;99595
15;1;8;107020;1,5;71347
83;1;8;105153;1;105153
15;1;8;121221;1,5;80814
45;1;9;497846;4;124461
45;1;9;190284;2;95142
15;1;5;237590;1,09;217973
45;1;9;168233;2;84116
84;2;8;274849;2;137424
83;1;10;375163;2,67;140510
37;1;9;74073;1;74073
48;1;7;112576;2,61;43133
39;1;8;323631;6,54;49485
45;1;8;215357;2;107679
37;1;10;91836;1;91836
29;1;10;22260;1;22260
37;1;10;68603;1,81;37902
38;1;9;251222;1,14;220370
37;1;7;160053;1,48;108144
46;1;7;14575;1;14575
83;1;7;390332;4,9;79660
37;1;8;108552;1,39;78095
37;1;7;196459;3,93;49989
37;2;7;337152;2,95;114289
37;2;10;57172;1,06;53936
37;1;8;150135;2,47;60783
37;1;7;55835;1;55835
37;1;9;79298;2,77;28628
37;1;8;264319;1,66;159228
37;1;9;198379;3,07;64619
37;2;11;181892;3,81;47741
37;1;12;109874;4,75;23131
46;1;9;109019;2,07;52666
47;1;5;299071;2,58;115919
45;1;9;227516;2;113758
50;1;9;671185;2,57;261161
83;1;10;93531;1;93531
48;1;7;277595;1,16;239306
83;1;10;467330;4;116833
15;1;9;398087;2,69;147988
15;1;9;195057;2,28;85551
46;1;9;76230;1,28;59555
46;1;10;292666;3,52;83144
16;1;9;295937;4;73984
16;1;7;483033;1;483033
15;1;9;136401;1;136401
15;1;9;223915;1,06;211241
37;1;7;316204;4,5;70268
46;1;8;91351;1,57;58186
50;1;8;187225;1;187225
15;1;10;136579;1,3;105061
45;1;7;231158;1;231158
83;1;5;120665;1,06;113835
46;1;10;97383;1,56;62425
45;1;10;295687;2,61;113290
45;1;10;370547;3,56;104086
73;1;8;282208;1,7;166005
45;1;4;309760;2;154880
15;1;10;166809;1;166809
15;1;10;259233;1,53;169433
37;2;9;461178;3,43;134454
37;2;8;326446;4,47;73030
16;1;6;251980;1;251980
16;1;9;169824;1;169824
15;1;8;130680;2,11;61934
61;1;9;253752;1,15;220654
37;1;10;454455;3,46;131345
37;1;9;269867;4,33;62325
16;1;10;565007;2;282503
16;1;8;282489;2;141245
16;1;6;180722;1;180722
16;1;7;128185;1;128185
47;1;7;104963;1;104963
83;1;11;200251;2,75;72819
15;1;8;110626;1;110626
46;1;7;430902;2,04;211226
74;1;7;275370;2,28;120776
73;1;9;152918;1;152918
45;1;7;383260;2,22;172640
46;1;8;87677;1,05;83502
37;1;8;82566;1,7;48568
73;1;9;298443;2;149222
50;1;7;151733;1;151733
46;1;9;82626;1;82626
46;1;10;73041;1;73041
46;1;7;122489;1;122489
48;1;10;61500;1;61500
83;1;12;389084;3,88;100279
46;1;9;35743;1;35743
73;1;11;1183803;13,52;87559
28;1;8;791557;11,59;68297
29;1;5;955945;11,25;84973
45;1;6;218192;1,44;151522
45;1;10;325741;2;162871
15;1;6;116008;1;116008
83;1;8;69707;2,46;28336
37;1;9;440072;4,42;99564
37;1;7;65704;1,1;59731
37;1;7;168464;2,22;75885
84;1;6;77347;2;38674
37;2;5;152867;2,23;68550
37;2;8;321793;3,86;83366
37;2;8;301339;4,03;74774
37;1;8;126037;4,13;30517
39;1;9;338784;5,48;61822
37;1;5;139625;3,13;44609
28;2;8;3651026;13,92;262286
45;1;9;485222;3;161741
16;1;10;187686;2,87;65396
28;1;10;189083;5,49;34441
39;1;5;139489;1,05;132847
45;1;8;547837;3,3;166011
45;1;6;213825;2;106913
39;1;10;372695;7,88;47296
45;1;9;67507;1;67507
45;1;8;445850;2;222925
45;1;8;262190;2;131095
15;1;7;248192;1;248192
50;1;9;574762;2;287381
16;1;10;155714;1,56;99817
48;1;8;99186;2;49593
46;1;9;39606;1;39606
48;1;6;76325;1,16;65797
28;1;7;178521;1,91;93466
50;2;9;581362;1,38;421277
46;1;9;35844;1,5;23896
28;1;9;130781;2;65391
16;1;10;253563;1,06;239210
28;1;9;299030;7;42719
16;1;8;234033;2,09;111978
15;1;6;186766;1;186766
45;1;9;297789;1;297789
83;1;5;530454;2,09;253806
39;1;5;328502;5;65700
37;1;9;71411;1,01;70704
61;1;14;519867;1;519867
15;1;9;107693;1;107693
15;1;9;82659;1;82659
37;1;5;184979;1,7;108811
39;1;4;820768;14,92;55011
45;1;9;389046;4;97262
28;1;9;362528;4,37;82958
15;1;8;26250;1;26250
46;1;8;43922;2;21961
37;1;11;66736;2,57;25967
45;1;10;336093;4;84023
15;1;9;131940;3;43980
39;1;5;214789;5,19;41385
16;1;7;88061;1,5;58707
45;1;9;186651;1,2;155543
15;1;12;210013;2;105007
15;1;7;181838;1;181838
15;2;8;128898;1;128898
15;2;5;417436;2;208718
15;1;12;300893;2,96;101653
37;1;13;201439;2,15;93693
15;1;11;173864;1;173864
83;1;9;238480;2;119240
39;1;8;589368;5;117874
45;1;6;483428;3;161143
15;2;6;337522;1;337522
83;1;5;463247;2;231624
45;1;8;390508;2,28;171275
16;1;9;127788;1,06;120555
45;2;7;142561;1,19;119799
45;1;4;348793;2,08;167689
46;1;9;19815;1;19815
74;1;7;512249;3;170750
15;2;5;173538;1;173538
16;2;11;140714;1;140714
61;1;7;225841;1;225841
29;1;8;126618;1,93;65605
29;1;9;277868;3;92623
29;2;9;263318;3,77;69846
16;1;8;154332;2,3;67101
37;2;12;59119;1,5;39413
29;1;8;45787;1;45787
29;2;10;291935;5,52;52887
39;1;10;126264;1,69;74713
37;1;9;1525200;18,83;80998
37;1;10;183569;2,63;69798
37;1;7;109075;1,53;71291
46;1;5;114890;2;57445
48;1;8;54428;1,82;29906
46;2;10;209949;1;209949
46;1;8;93690;1;93690
83;1;6;491383;4;122846
37;1;9;207288;4;51822
48;1;7;562051;3,75;149880
37;2;13;120862;4;30216
45;1;9;262606;2,25;116714
46;1;6;177438;1,36;130469
15;1;8;67243;1;67243
37;1;11;3622922;21;172520
37;1;9;40255;1;40255
37;1;8;185024;1,53;120931
39;2;10;224551;1,74;129053
37;1;8;337302;3;112434
37;1;10;130265;2;65133
37;2;9;155731;2,76;56424
37;1;9;74512;2;37256
37;1;2;31237;2,28;13700
37;1;11;160239;2,5;64096
37;2;7;818054;5;163611
45;1;8;338002;2,23;151570
47;1;8;448527;4;112132
83;1;7;926036;7;132291
45;1;8;310269;3;103423
83;1;4;139227;1;139227
83;2;11;312233;2;156117
15;2;8;138950;1;138950
15;1;10;173405;1;173405
37;1;9;89740;3,28;27360
83;1;6;193827;1;193827
45;1;2;542403;4,73;114673
29;1;8;174768;3,16;55306
46;1;8;153848;2;76924
46;1;9;27403;1;27403
28;1;8;218694;3;72898
45;1;9;290004;2,03;142859
37;2;10;176086;1,85;95182
37;1;10;117462;1,88;62480
37;1;9;277164;2,47;112212
16;1;5;232043;1,29;179878
16;1;5;743694;4,66;159591
37;1;13;280087;1;280087
37;2;10;195891;2,04;96025
15;1;3;167119;1,13;147893
47;1;9;465776;4;116444
47;1;9;328849;3;109616
37;1;10;376190;3,06;122938
16;1;9;299882;3,18;94303
16;1;9;130955;1;130955
83;1;9;137447;2;68724
46;1;7;120286;1,25;96229
37;1;7;409557;1;409557
37;1;4;321132;4,13;77756
37;1;7;853038;11,04;77268
46;2;10;102478;1;102478
15;1;9;163730;1,4;116950
46;1;5;338837;3;112946
83;1;9;128205;3;42735
37;2;8;368497;5,48;67244
37;1;7;594254;6,4;92852
46;1;6;98661;1;98661
46;1;6;118636;1;118636
37;1;9;175758;1,66;105878
45;1;9;300724;2;150362
73;1;8;335015;2,28;146936
16;1;8;244699;2;122349
46;1;8;171275;2;85638
45;1;7;314640;3;104880
46;1;9;91489;3;30496
83;1;11;128230;2;64115
39;1;8;304241;5,48;55518
50;1;10;232984;2;116492
50;1;6;1610012;1,44;1118064
39;1;8;1010154;12,79;78980
46;1;9;84543;1,03;82081
46;1;8;52682;1;52682
46;1;9;77226;2,06;37488
46;1;9;401560;3,25;123557
46;1;7;332334;3,75;88622
45;1;7;422420;3,22;131186
37;2;6;705011;6,14;114823
37;2;11;593704;7,25;81890
45;1;10;872632;9,81;88953
45;1;11;382311;3,85;99301
29;1;9;217351;5,43;40028
15;1;10;74433;1;74433
39;1;4;560365;14,89;37634
28;1;10;1174491;1,3;903454
16;2;10;357770;3,16;113218
45;1;9;263480;2;131740
28;1;8;199427;4,38;45531
50;1;7;470624;1;470624
83;1;6;60261;0,6;100435
50;1;8;430042;2;215021
83;2;8;41469;1,25;33175
46;1;9;34045;1;34045
74;1;10;207125;2,35;88138
15;1;10;17070;1;17070
28;2;7;834721;7,67;108829
45;1;9;752801;4,32;174259
45;1;8;387813;2,02;191987
47;1;5;301992;3,5;86283
45;1;6;108580;1;108580
46;1;9;59352;1;59352
47;2;7;154684;1;154684
45;1;8;159235;2;79618
45;1;7;146317;1;146317
50;2;9;1297389;2,55;508780
74;1;10;1316827;6,05;217657
84;1;5;375984;3;125328
15;1;7;131286;1;131286
37;2;6;337194;3;112398
16;1;8;174492;2,43;71807
50;1;9;441829;2;220915
37;2;10;82581;2,27;36379
37;1;8;175747;3,5;50213
84;1;9;246482;2;123241
46;1;7;134450;1;134450
84;1;8;130714;1;130714
37;1;7;124252;1,64;75763
15;1;9;90628;1;90628
39;1;9;223684;5,39;41500
46;1;7;175359;3;58453
15;1;9;152656;2;76328
15;1;6;134243;1;134243
15;1;7;232819;2;116409
29;1;10;167458;3,24;51685
83;1;8;46651;1;46651
83;1;9;121883;2;60942
46;1;7;9191;1;9191
37;1;8;647988;15,69;41299
15;1;7;31570;1;31570
15;1;10;165259;1;165259
48;1;7;29148;1;29148
39;1;8;772279;5;154456
47;1;9;299566;3;99855
83;1;8;910060;5,06;179854
45;1;7;281323;2;140662
45;1;9;263962;2;131981
15;1;9;265871;2,22;119762
83;1;8;305120;2;152560
28;1;6;599163;4,8;124826
16;1;9;239874;1,35;177684
15;2;5;163187;3;54396
29;1;8;82999;2,05;40487
39;1;9;287501;6;47917
50;1;3;430488;1,08;398600
15;1;9;415453;1,08;384679
46;1;9;103170;1;103170
38;1;10;1214789;2,25;539906
50;1;9;208952;1,53;136570
38;1;6;575939;4,84;118996
83;1;9;307768;2;153884
16;1;9;271648;5,81;46755
45;1;10;318282;3,72;85560
45;1;7;179260;2,09;85770
46;1;8;112651;1;112651
47;1;8;286293;2,57;111398
83;1;9;250159;3;83386
45;1;10;366470;3;122157
45;1;7;567840;3,57;159059
45;1;11;165654;2;82827
15;1;6;148839;1,44;103360
45;1;9;215531;2;107766
16;1;6;349509;3,01;116116
37;2;10;44966;3,28;13709
15;1;10;149282;1,75;85304
15;1;10;236630;2;118315
15;1;9;216917;2,05;105813
45;1;9;736501;2,28;323027
61;1;10;201788;1,69;119401
37;2;9;74519;2;37260
48;1;8;85464;2,08;41088
46;2;9;102570;1,1;93245
39;1;8;605026;4,86;124491
50;1;9;104004;2;52002
74;2;10;117686;2;58843
46;1;8;61832;1;61832
46;1;7;76524;3;25508
83;1;8;333978;2,06;162125
15;1;6;127360;1,5;84907
45;1;11;302881;3;100960
45;1;9;231294;2,72;85035
37;1;7;503486;3,94;127788
45;1;8;240876;2;120438
45;1;9;270050;2;135025
46;1;10;240219;3;80073
15;1;8;92370;1;92370
45;1;7;146799;2;73400
15;1;12;144373;1;144373
37;1;8;263322;3,7;71168
45;1;8;243369;1,6;152106
16;1;6;500124;1,38;362409
83;1;7;389096;2,5;155638
37;1;6;223727;4,05;55241
37;1;10;713873;5,11;139701
37;1;7;297519;1,75;170011
37;1;10;480822;5,38;89372
15;1;8;313315;1,09;287445
37;1;8;852878;8,7;98032
16;1;9;229824;3;76608
46;1;9;75497;1;75497
47;1;9;646096;4;161524
84;1;8;261462;3,12;83802
45;1;7;503575;2,09;240945
15;1;8;238837;2;119418
29;1;9;259817;6,51;39910
37;1;8;483508;8,52;56750
84;1;8;787391;3,18;247607
46;1;9;91867;1;91867
46;1;10;163701;1,13;144868
46;1;8;187435;2,35;79760
37;1;8;186760;3,88;48134
37;1;10;239512;4,1;58418
15;1;9;137658;0,16;860363
37;1;7;46792;1,08;43326
50;1;8;279993;1;279993
74;1;9;495887;2;247944
37;1;9;182827;1,74;105073
45;1;8;291693;3,77;77372
84;1;7;234471;1,55;151272
74;1;9;84639;1;84639
46;1;8;55888;1;55888
47;1;8;99965;1;99965
46;1;9;29783;1;29783
50;1;9;511543;1,08;473651
50;1;7;206615;1;206615
74;1;9;303327;2,5;121331
45;2;10;134895;1,5;89930
84;1;7;151978;2,5;60791
46;1;10;91146;1;91146
37;1;7;403259;4,83;83490
61;1;7;174892;3,24;53979
45;2;8;270443;3;90148
48;2;8;334797;4,39;76264
39;1;10;148912;5;29782
37;1;9;310689;2,84;109398
37;1;11;47006;1,5;31337
37;2;7;982264;11,63;84460
37;1;8;259233;1,87;138627
61;1;10;653955;1;653955
83;1;4;1079119;5,97;180757
16;1;7;2499101;2,39;1045649
83;1;12;57897;1;57897
45;1;9;408981;3;136327
74;1;7;227223;1,05;216403
16;1;10;85385;1;85385
83;2;8;290327;1,09;266355
83;1;9;585426;3,88;150883
16;1;10;166441;1;166441
15;1;7;262466;1;262466
15;1;10;80950;1;80950
15;1;11;141140;1;141140
16;1;7;423850;2;211925
83;2;10;413581;3;137860
45;2;9;251063;2;125532
45;1;9;447735;2,01;222754
83;1;8;241739;1,1;219762
39;1;8;137476;5,54;24815
47;2;11;219899;2;109950
16;1;9;55010;1;55010
16;1;10;685538;3,7;185281
16;1;9;145107;1;145107
45;1;7;312385;2;156192
16;1;8;222018;1,02;217665
16;2;9;201418;1,08;186498
28;1;10;246923;3,09;79910
16;1;9;182974;1,73;105765
45;1;8;238702;2;119351
83;1;5;369384;2,38;155203
16;1;8;132700;1,94;68402
45;1;7;610018;5,01;121760
29;1;8;18812;1;18812
15;1;6;240849;1;240849
46;1;10;18974;1;18974
47;1;8;23444;1;23444
74;1;7;231506;2,11;109718
38;1;9;343958;1;343958
46;1;6;116036;2;58018
29;1;9;252943;2,97;85166
61;1;6;324145;1,66;195268
38;1;5;650096;3,44;188981
28;1;10;27729;1,5;18486
46;1;8;25182;1;25182
46;1;8;58014;1;58014
50;2;6;1106484;6,59;167903
15;2;6;229311;2,13;107658
83;1;6;115545;1,08;106986
61;1;9;744498;4,55;163626
38;1;7;346847;4,11;84391
28;0;9;640868;3,81;168207
45;1;11;193486;3;64495
45;1;8;284297;3;94766
45;1;9;375830;3;125277
45;1;9;170237;2;85119
37;1;6;245566;3,76;65310
45;1;8;160641;2;80321
46;1;7;61937;1;61937
15;2;11;281736;2;140868
46;1;8;120853;2,1;57549
37;1;9;217973;2,94;74140
46;2;9;96177;1,13;85113
37;1;5;682224;6,3;108290
46;1;8;40615;1;40615
39;1;5;665510;14,25;46702
39;1;9;242678;5,41;44857
15;1;10;49296;1;49296
46;1;7;103214;1;103214
46;2;9;95198;2;47599
46;1;6;163999;2;82000
61;1;8;199190;2,28;87364
37;2;12;336124;2,03;165578
37;1;5;385956;3,58;107809
37;1;9;65776;1,15;57197
15;1;8;113101;1;113101
16;1;9;312117;2;156059
84;1;7;251918;1;251918
37;2;9;208902;2,72;76802
37;1;10;103180;2,13;48441
37;2;8;366086;6,59;55552
73;1;8;262088;2,66;98529
37;1;8;221855;2,49;89098
74;1;6;163841;1;163841
15;1;10;211280;2;105640
45;1;9;58243;2;29121
47;1;10;233774;2;116887
46;1;8;60258;2;30129
